Transaction,Item,date_time,period_day,weekday_weekend,producto
5527,Spanish Brunch,28-01-2017 12:50,afternoon,weekend,Brunch espanol
5527,Toast,28-01-2017 12:50,afternoon,weekend,Tostada
5527,Juice,28-01-2017 12:50,afternoon,weekend,Jugo
5527,Coffee,28-01-2017 12:50,afternoon,weekend,Cafe
5528,Bread,28-01-2017 13:05,afternoon,weekend,Pan
5528,Focaccia,28-01-2017 13:05,afternoon,weekend,Focaccia
5529,Coffee,28-01-2017 13:16,afternoon,weekend,Cafe
5529,Bread,28-01-2017 13:16,afternoon,weekend,Pan
5529,Frittata,28-01-2017 13:16,afternoon,weekend,Frittata
5529,Salad,28-01-2017 13:16,afternoon,weekend,Ensalada
5529,Sandwich,28-01-2017 13:16,afternoon,weekend,Sandwich
5530,Coffee,28-01-2017 13:19,afternoon,weekend,Cafe
5531,Brownie,28-01-2017 13:20,afternoon,weekend,Brownie
5531,Tea,28-01-2017 13:20,afternoon,weekend,Te
5532,Sandwich,28-01-2017 13:22,afternoon,weekend,Sandwich
5533,Bread,28-01-2017 13:31,afternoon,weekend,Pan
5534,Chicken Stew,28-01-2017 13:34,afternoon,weekend,Estofado de pollo
5534,Sandwich,28-01-2017 13:34,afternoon,weekend,Sandwich
5534,Sandwich,28-01-2017 13:34,afternoon,weekend,Sandwich
5534,Tea,28-01-2017 13:34,afternoon,weekend,Te
5534,Bread,28-01-2017 13:34,afternoon,weekend,Pan
5535,Soup,28-01-2017 13:35,afternoon,weekend,Sopa
5535,Sandwich,28-01-2017 13:35,afternoon,weekend,Sandwich
5535,Coffee,28-01-2017 13:35,afternoon,weekend,Cafe
5536,Tea,28-01-2017 13:37,afternoon,weekend,Te
5536,Bread,28-01-2017 13:37,afternoon,weekend,Pan
5537,Bread,28-01-2017 13:42,afternoon,weekend,Pan
5538,Bread,28-01-2017 13:51,afternoon,weekend,Pan
5539,Valentine's card,28-01-2017 13:53,afternoon,weekend,Tarjeta de San Valentin
5540,Coffee,28-01-2017 14:06,afternoon,weekend,Cafe
5540,Coffee,28-01-2017 14:06,afternoon,weekend,Cafe
5541,Scandinavian,28-01-2017 14:20,afternoon,weekend,Pan escandinavo
5541,Cake,28-01-2017 14:20,afternoon,weekend,Pastel
5542,Focaccia,28-01-2017 14:22,afternoon,weekend,Focaccia
5543,Scandinavian,28-01-2017 14:23,afternoon,weekend,Pan escandinavo
5543,Bread,28-01-2017 14:23,afternoon,weekend,Pan
5543,Jam,28-01-2017 14:23,afternoon,weekend,Mermelada
5543,Salad,28-01-2017 14:23,afternoon,weekend,Ensalada
5543,Extra Salami or Feta,28-01-2017 14:23,afternoon,weekend,Extra salami o feta
5543,Frittata,28-01-2017 14:23,afternoon,weekend,Frittata
5543,Mineral water,28-01-2017 14:23,afternoon,weekend,Agua mineral
5544,Hot chocolate,28-01-2017 14:27,afternoon,weekend,Chocolate caliente
5545,Cake,28-01-2017 14:45,afternoon,weekend,Pastel
5545,Coke,28-01-2017 14:45,afternoon,weekend,Coca-Cola
5546,Scone,28-01-2017 14:52,afternoon,weekend,Scone
5546,Tea,28-01-2017 14:52,afternoon,weekend,Te
5547,Tea,28-01-2017 14:58,afternoon,weekend,Te
5547,Tea,28-01-2017 14:58,afternoon,weekend,Te
5548,Cake,28-01-2017 15:07,afternoon,weekend,Pastel
5548,Brownie,28-01-2017 15:07,afternoon,weekend,Brownie
5549,Brownie,28-01-2017 15:08,afternoon,weekend,Brownie
5550,Coffee,28-01-2017 15:10,afternoon,weekend,Cafe
5551,Bread,28-01-2017 15:15,afternoon,weekend,Pan
5552,Bread,28-01-2017 15:16,afternoon,weekend,Pan
5552,Coffee,28-01-2017 15:16,afternoon,weekend,Cafe
5553,Coffee,28-01-2017 15:16,afternoon,weekend,Cafe
5553,Tea,28-01-2017 15:16,afternoon,weekend,Te
5553,Scone,28-01-2017 15:16,afternoon,weekend,Scone
5554,Coffee,28-01-2017 15:19,afternoon,weekend,Cafe
5554,Coffee,28-01-2017 15:19,afternoon,weekend,Cafe
5555,Coffee,28-01-2017 15:30,afternoon,weekend,Cafe
5556,Tea,28-01-2017 15:32,afternoon,weekend,Te
5556,Muffin,28-01-2017 15:32,afternoon,weekend,Muffin
5557,Hot chocolate,28-01-2017 15:43,afternoon,weekend,Chocolate caliente
5557,Tea,28-01-2017 15:43,afternoon,weekend,Te
5557,Medialuna,28-01-2017 15:43,afternoon,weekend,Medialuna
5558,Coffee,28-01-2017 15:49,afternoon,weekend,Cafe
5558,Hot chocolate,28-01-2017 15:49,afternoon,weekend,Chocolate caliente
5558,Bread,28-01-2017 15:49,afternoon,weekend,Pan
5559,Bread,28-01-2017 15:59,afternoon,weekend,Pan
5560,Coffee,28-01-2017 16:00,afternoon,weekend,Cafe
5560,Coffee,28-01-2017 16:00,afternoon,weekend,Cafe
5560,Tea,28-01-2017 16:00,afternoon,weekend,Te
5560,Bread,28-01-2017 16:00,afternoon,weekend,Pan
5561,Coffee,28-01-2017 16:02,afternoon,weekend,Cafe
5561,Tea,28-01-2017 16:02,afternoon,weekend,Te
5562,Coffee,28-01-2017 16:05,afternoon,weekend,Cafe
5562,Coffee,28-01-2017 16:05,afternoon,weekend,Cafe
5562,Tea,28-01-2017 16:05,afternoon,weekend,Te
5562,Juice,28-01-2017 16:05,afternoon,weekend,Jugo
5562,Cake,28-01-2017 16:05,afternoon,weekend,Pastel
5562,Bakewell,28-01-2017 16:05,afternoon,weekend,Tarta Bakewell
5562,Cookies,28-01-2017 16:05,afternoon,weekend,Galletas
5562,Sandwich,28-01-2017 16:05,afternoon,weekend,Sandwich
5564,Coffee,28-01-2017 16:41,afternoon,weekend,Cafe
5565,Coffee,28-01-2017 16:49,afternoon,weekend,Cafe
5566,Bread,29-01-2017 08:57,morning,weekend,Pan
5566,Pastry,29-01-2017 08:57,morning,weekend,Pastelito
5567,Baguette,29-01-2017 09:22,morning,weekend,Baguette
5567,Brownie,29-01-2017 09:22,morning,weekend,Brownie
5568,Bread,29-01-2017 09:28,morning,weekend,Pan
5569,Cookies,29-01-2017 09:43,morning,weekend,Galletas
5569,Coffee,29-01-2017 09:43,morning,weekend,Cafe
5569,Pastry,29-01-2017 09:43,morning,weekend,Pastelito
5569,Cookies,29-01-2017 09:43,morning,weekend,Galletas
5570,Coffee,29-01-2017 09:58,morning,weekend,Cafe
5571,Coffee,29-01-2017 10:13,morning,weekend,Cafe
5571,Hot chocolate,29-01-2017 10:13,morning,weekend,Chocolate caliente
5571,Bread,29-01-2017 10:13,morning,weekend,Pan
5572,Coffee,29-01-2017 10:18,morning,weekend,Cafe
5573,Coffee,29-01-2017 10:35,morning,weekend,Cafe
5573,Pastry,29-01-2017 10:35,morning,weekend,Pastelito
5573,Coffee,29-01-2017 10:35,morning,weekend,Cafe
5574,Tea,29-01-2017 10:52,morning,weekend,Te
5575,Coffee,29-01-2017 10:56,morning,weekend,Cafe
5576,Pastry,29-01-2017 11:02,morning,weekend,Pastelito
5576,Muffin,29-01-2017 11:02,morning,weekend,Muffin
5577,Coffee,29-01-2017 11:14,morning,weekend,Cafe
5577,Tea,29-01-2017 11:14,morning,weekend,Te
5577,Soup,29-01-2017 11:14,morning,weekend,Sopa
5578,Cookies,29-01-2017 11:17,morning,weekend,Galletas
5578,Brownie,29-01-2017 11:17,morning,weekend,Brownie
5579,Baguette,29-01-2017 11:20,morning,weekend,Baguette
5580,Baguette,29-01-2017 11:21,morning,weekend,Baguette
5581,Farm House,29-01-2017 11:22,morning,weekend,Pan de campo
5582,Coffee,29-01-2017 11:25,morning,weekend,Cafe
5583,Coffee,29-01-2017 11:34,morning,weekend,Cafe
5583,Coffee,29-01-2017 11:34,morning,weekend,Cafe
5583,Medialuna,29-01-2017 11:34,morning,weekend,Medialuna
5583,Cookies,29-01-2017 11:34,morning,weekend,Galletas
5584,Farm House,29-01-2017 11:40,morning,weekend,Pan de campo
5585,Coffee,29-01-2017 11:42,morning,weekend,Cafe
5585,Granola,29-01-2017 11:42,morning,weekend,Granola
5585,Bread,29-01-2017 11:42,morning,weekend,Pan
5586,Coffee,29-01-2017 11:45,morning,weekend,Cafe
5586,Spanish Brunch,29-01-2017 11:45,morning,weekend,Brunch espanol
5587,Cake,29-01-2017 11:51,morning,weekend,Pastel
5587,Bread,29-01-2017 11:51,morning,weekend,Pan
5587,Baguette,29-01-2017 11:51,morning,weekend,Baguette
5588,The Nomad,29-01-2017 11:59,morning,weekend,Sandwich The Nomad
5588,Coffee,29-01-2017 11:59,morning,weekend,Cafe
5588,Farm House,29-01-2017 11:59,morning,weekend,Pan de campo
5588,Coffee,29-01-2017 11:59,morning,weekend,Cafe
5589,Bread,29-01-2017 12:00,afternoon,weekend,Pan
5589,Bread,29-01-2017 12:00,afternoon,weekend,Pan
5590,Juice,29-01-2017 12:06,afternoon,weekend,Jugo
5591,Spanish Brunch,29-01-2017 12:12,afternoon,weekend,Brunch espanol
5591,Extra Salami or Feta,29-01-2017 12:12,afternoon,weekend,Extra salami o feta
5591,Coffee,29-01-2017 12:12,afternoon,weekend,Cafe
5592,Bread,29-01-2017 12:21,afternoon,weekend,Pan
5592,Granola,29-01-2017 12:21,afternoon,weekend,Granola
5592,Pastry,29-01-2017 12:21,afternoon,weekend,Pastelito
5593,Bread,29-01-2017 12:22,afternoon,weekend,Pan
5593,Coffee,29-01-2017 12:22,afternoon,weekend,Cafe
5593,Pastry,29-01-2017 12:22,afternoon,weekend,Pastelito
5594,Bread,29-01-2017 12:27,afternoon,weekend,Pan
5594,Bread,29-01-2017 12:27,afternoon,weekend,Pan
5595,Brownie,29-01-2017 12:35,afternoon,weekend,Brownie
5596,Spanish Brunch,29-01-2017 12:39,afternoon,weekend,Brunch espanol
5596,Coffee,29-01-2017 12:39,afternoon,weekend,Cafe
5596,Smoothies,29-01-2017 12:39,afternoon,weekend,Smoothies
5597,Bread,29-01-2017 12:48,afternoon,weekend,Pan
5597,Coffee,29-01-2017 12:48,afternoon,weekend,Cafe
5597,Pastry,29-01-2017 12:48,afternoon,weekend,Pastelito
5597,Scone,29-01-2017 12:48,afternoon,weekend,Scone
5598,Hot chocolate,29-01-2017 12:54,afternoon,weekend,Chocolate caliente
5598,Coffee,29-01-2017 12:54,afternoon,weekend,Cafe
5598,Sandwich,29-01-2017 12:54,afternoon,weekend,Sandwich
5598,Toast,29-01-2017 12:54,afternoon,weekend,Tostada
5598,Cake,29-01-2017 12:54,afternoon,weekend,Pastel
5599,Bread,29-01-2017 12:57,afternoon,weekend,Pan
5600,Pastry,29-01-2017 12:59,afternoon,weekend,Pastelito
5600,Coffee,29-01-2017 12:59,afternoon,weekend,Cafe
5600,Coffee,29-01-2017 12:59,afternoon,weekend,Cafe
5600,Bread,29-01-2017 12:59,afternoon,weekend,Pan
5601,Hot chocolate,29-01-2017 13:24,afternoon,weekend,Chocolate caliente
5601,Tea,29-01-2017 13:24,afternoon,weekend,Te
5601,Alfajores,29-01-2017 13:24,afternoon,weekend,Alfajores
5601,Medialuna,29-01-2017 13:24,afternoon,weekend,Medialuna
5601,Medialuna,29-01-2017 13:24,afternoon,weekend,Medialuna
5603,Tea,29-01-2017 13:54,afternoon,weekend,Te
5603,Bread,29-01-2017 13:54,afternoon,weekend,Pan
5604,Sandwich,29-01-2017 13:58,afternoon,weekend,Sandwich
5604,Juice,29-01-2017 13:58,afternoon,weekend,Jugo
5604,Truffles,29-01-2017 13:58,afternoon,weekend,Trufas
5604,Coffee,29-01-2017 13:58,afternoon,weekend,Cafe
5604,Medialuna,29-01-2017 13:58,afternoon,weekend,Medialuna
5604,Scone,29-01-2017 13:58,afternoon,weekend,Scone
5605,Bread,29-01-2017 13:59,afternoon,weekend,Pan
5605,Coffee,29-01-2017 13:59,afternoon,weekend,Cafe
5605,Sandwich,29-01-2017 13:59,afternoon,weekend,Sandwich
5605,Medialuna,29-01-2017 13:59,afternoon,weekend,Medialuna
5606,Coffee,29-01-2017 14:12,afternoon,weekend,Cafe
5606,Bread,29-01-2017 14:12,afternoon,weekend,Pan
5606,Pastry,29-01-2017 14:12,afternoon,weekend,Pastelito
5606,Frittata,29-01-2017 14:12,afternoon,weekend,Frittata
5607,Frittata,29-01-2017 14:13,afternoon,weekend,Frittata
5607,Bread,29-01-2017 14:13,afternoon,weekend,Pan
5608,Coffee,29-01-2017 14:17,afternoon,weekend,Cafe
5608,Soup,29-01-2017 14:17,afternoon,weekend,Sopa
5608,Sandwich,29-01-2017 14:17,afternoon,weekend,Sandwich
5609,Coffee,29-01-2017 14:22,afternoon,weekend,Cafe
5609,Sandwich,29-01-2017 14:22,afternoon,weekend,Sandwich
5609,Salad,29-01-2017 14:22,afternoon,weekend,Ensalada
5610,Salad,29-01-2017 14:50,afternoon,weekend,Ensalada
5611,Bread,29-01-2017 14:54,afternoon,weekend,Pan
5612,Fudge,29-01-2017 14:56,afternoon,weekend,Fudge (dulce de azucar)
5612,Jam,29-01-2017 14:56,afternoon,weekend,Mermelada
5613,Tea,29-01-2017 15:03,afternoon,weekend,Te
5613,Hot chocolate,29-01-2017 15:03,afternoon,weekend,Chocolate caliente
5613,Cake,29-01-2017 15:03,afternoon,weekend,Pastel
5613,Medialuna,29-01-2017 15:03,afternoon,weekend,Medialuna
5613,Medialuna,29-01-2017 15:03,afternoon,weekend,Medialuna
5614,Bakewell,29-01-2017 15:04,afternoon,weekend,Tarta Bakewell
5614,Hot chocolate,29-01-2017 15:04,afternoon,weekend,Chocolate caliente
5614,Toast,29-01-2017 15:04,afternoon,weekend,Tostada
5614,Chicken Stew,29-01-2017 15:04,afternoon,weekend,Estofado de pollo
5615,Coffee,29-01-2017 15:25,afternoon,weekend,Cafe
5615,Tea,29-01-2017 15:25,afternoon,weekend,Te
5615,Pastry,29-01-2017 15:25,afternoon,weekend,Pastelito
5616,Cookies,29-01-2017 15:35,afternoon,weekend,Galletas
5616,Cookies,29-01-2017 15:35,afternoon,weekend,Galletas
5616,Cake,29-01-2017 15:35,afternoon,weekend,Pastel
5616,Baguette,29-01-2017 15:35,afternoon,weekend,Baguette
5616,Cookies,29-01-2017 15:35,afternoon,weekend,Galletas
5617,Bread,29-01-2017 15:53,afternoon,weekend,Pan
5617,Tea,29-01-2017 15:53,afternoon,weekend,Te
5617,Cake,29-01-2017 15:53,afternoon,weekend,Pastel
5617,Bread,29-01-2017 15:53,afternoon,weekend,Pan
5617,Chicken Stew,29-01-2017 15:53,afternoon,weekend,Estofado de pollo
5618,Spanish Brunch,29-01-2017 16:03,afternoon,weekend,Brunch espanol
5618,Coffee,29-01-2017 16:03,afternoon,weekend,Cafe
5618,Hot chocolate,29-01-2017 16:03,afternoon,weekend,Chocolate caliente
5618,Bakewell,29-01-2017 16:03,afternoon,weekend,Tarta Bakewell
5618,Bread,29-01-2017 16:03,afternoon,weekend,Pan
5620,Medialuna,29-01-2017 16:04,afternoon,weekend,Medialuna
5621,Cake,29-01-2017 16:19,afternoon,weekend,Pastel
5621,Scone,29-01-2017 16:19,afternoon,weekend,Scone
5621,Medialuna,29-01-2017 16:19,afternoon,weekend,Medialuna
5621,Coffee,29-01-2017 16:19,afternoon,weekend,Cafe
5621,Tea,29-01-2017 16:19,afternoon,weekend,Te
5622,Coffee,29-01-2017 16:31,afternoon,weekend,Cafe
5622,Medialuna,29-01-2017 16:31,afternoon,weekend,Medialuna
5623,Bread,30-01-2017 08:36,morning,weekday,Pan
5624,Pastry,30-01-2017 08:58,morning,weekday,Pastelito
5625,Coffee,30-01-2017 09:25,morning,weekday,Cafe
5625,Coffee,30-01-2017 09:25,morning,weekday,Cafe
5626,Bread,30-01-2017 09:44,morning,weekday,Pan
5626,Pastry,30-01-2017 09:44,morning,weekday,Pastelito
5627,Bread,30-01-2017 09:48,morning,weekday,Pan
5627,Bread,30-01-2017 09:48,morning,weekday,Pan
5628,Bread,30-01-2017 09:53,morning,weekday,Pan
5629,Bread,30-01-2017 09:58,morning,weekday,Pan
5630,Bread,30-01-2017 10:14,morning,weekday,Pan
5631,Pastry,30-01-2017 11:00,morning,weekday,Pastelito
5632,Pastry,30-01-2017 11:01,morning,weekday,Pastelito
5632,Coffee,30-01-2017 11:01,morning,weekday,Cafe
5632,Coffee,30-01-2017 11:01,morning,weekday,Cafe
5633,Bread,30-01-2017 11:04,morning,weekday,Pan
5634,Farm House,30-01-2017 11:17,morning,weekday,Pan de campo
5634,Jam,30-01-2017 11:17,morning,weekday,Mermelada
5634,Scandinavian,30-01-2017 11:17,morning,weekday,Pan escandinavo
5635,Coffee,30-01-2017 11:33,morning,weekday,Cafe
5635,Cookies,30-01-2017 11:33,morning,weekday,Galletas
5636,Pastry,30-01-2017 12:08,afternoon,weekday,Pastelito
5636,Coffee,30-01-2017 12:08,afternoon,weekday,Cafe
5636,Coffee,30-01-2017 12:08,afternoon,weekday,Cafe
5637,Sandwich,30-01-2017 12:22,afternoon,weekday,Sandwich
5637,Sandwich,30-01-2017 12:22,afternoon,weekday,Sandwich
5638,Coffee,30-01-2017 12:23,afternoon,weekday,Cafe
5638,Cookies,30-01-2017 12:23,afternoon,weekday,Galletas
5639,Coffee,30-01-2017 12:44,afternoon,weekday,Cafe
5639,Coffee,30-01-2017 12:44,afternoon,weekday,Cafe
5639,Pastry,30-01-2017 12:44,afternoon,weekday,Pastelito
5640,Coffee,30-01-2017 12:45,afternoon,weekday,Cafe
5640,Bread,30-01-2017 12:45,afternoon,weekday,Pan
5641,Coffee,30-01-2017 12:47,afternoon,weekday,Cafe
5641,Coffee,30-01-2017 12:47,afternoon,weekday,Cafe
5641,Bread,30-01-2017 12:47,afternoon,weekday,Pan
5641,Soup,30-01-2017 12:47,afternoon,weekday,Sopa
5642,Bread,30-01-2017 12:56,afternoon,weekday,Pan
5642,Jam,30-01-2017 12:56,afternoon,weekday,Mermelada
5642,Fudge,30-01-2017 12:56,afternoon,weekday,Fudge (dulce de azucar)
5642,Juice,30-01-2017 12:56,afternoon,weekday,Jugo
5643,Baguette,30-01-2017 13:15,afternoon,weekday,Baguette
5644,Soup,30-01-2017 13:20,afternoon,weekday,Sopa
5645,Soup,30-01-2017 13:25,afternoon,weekday,Sopa
5646,Chicken Stew,30-01-2017 13:55,afternoon,weekday,Estofado de pollo
5647,Coffee,30-01-2017 14:13,afternoon,weekday,Cafe
5647,Tea,30-01-2017 14:13,afternoon,weekday,Te
5648,Coke,30-01-2017 14:22,afternoon,weekday,Coca-Cola
5648,Sandwich,30-01-2017 14:22,afternoon,weekday,Sandwich
5648,Soup,30-01-2017 14:22,afternoon,weekday,Sopa
5648,Bread,30-01-2017 14:22,afternoon,weekday,Pan
5649,Soup,30-01-2017 14:25,afternoon,weekday,Sopa
5650,Hot chocolate,30-01-2017 14:36,afternoon,weekday,Chocolate caliente
5650,Coffee,30-01-2017 14:36,afternoon,weekday,Cafe
5650,Cake,30-01-2017 14:36,afternoon,weekday,Pastel
5651,Coffee,30-01-2017 14:38,afternoon,weekday,Cafe
5652,Pastry,30-01-2017 14:43,afternoon,weekday,Pastelito
5653,Bread,30-01-2017 14:45,afternoon,weekday,Pan
5653,Bread,30-01-2017 14:45,afternoon,weekday,Pan
5654,Farm House,30-01-2017 15:13,afternoon,weekday,Pan de campo
5655,Coffee,30-01-2017 15:26,afternoon,weekday,Cafe
5655,Toast,30-01-2017 15:26,afternoon,weekday,Tostada
5656,Cake,30-01-2017 15:47,afternoon,weekday,Pastel
5656,Coffee,30-01-2017 15:47,afternoon,weekday,Cafe
5657,Coffee,30-01-2017 15:49,afternoon,weekday,Cafe
5657,Bread,30-01-2017 15:49,afternoon,weekday,Pan
5658,Cake,30-01-2017 15:52,afternoon,weekday,Pastel
5658,Hot chocolate,30-01-2017 15:52,afternoon,weekday,Chocolate caliente
5659,Coffee,30-01-2017 16:27,afternoon,weekday,Cafe
5660,Tea,30-01-2017 16:40,afternoon,weekday,Te
5660,Hot chocolate,30-01-2017 16:40,afternoon,weekday,Chocolate caliente
5660,Cookies,30-01-2017 16:40,afternoon,weekday,Galletas
5661,Hot chocolate,30-01-2017 16:54,afternoon,weekday,Chocolate caliente
5662,Coffee,31-01-2017 09:08,morning,weekday,Cafe
5663,Scandinavian,31-01-2017 09:09,morning,weekday,Pan escandinavo
5664,Bread,31-01-2017 09:11,morning,weekday,Pan
5664,Bread,31-01-2017 09:11,morning,weekday,Pan
5665,Bread,31-01-2017 09:17,morning,weekday,Pan
5666,Bread,31-01-2017 09:41,morning,weekday,Pan
5666,Toast,31-01-2017 09:41,morning,weekday,Tostada
5667,Bread,31-01-2017 09:45,morning,weekday,Pan
5667,Brownie,31-01-2017 09:45,morning,weekday,Brownie
5668,Pastry,31-01-2017 09:55,morning,weekday,Pastelito
5668,Bread,31-01-2017 09:55,morning,weekday,Pan
5669,Tea,31-01-2017 09:57,morning,weekday,Te
5669,Sandwich,31-01-2017 09:57,morning,weekday,Sandwich
5670,Coffee,31-01-2017 09:57,morning,weekday,Cafe
5671,Coffee,31-01-2017 10:00,morning,weekday,Cafe
5671,Bread,31-01-2017 10:00,morning,weekday,Pan
5672,Coffee,31-01-2017 10:02,morning,weekday,Cafe
5672,Juice,31-01-2017 10:02,morning,weekday,Jugo
5673,Cake,31-01-2017 10:11,morning,weekday,Pastel
5673,Coffee,31-01-2017 10:11,morning,weekday,Cafe
5673,Spanish Brunch,31-01-2017 10:11,morning,weekday,Brunch espanol
5674,Coffee,31-01-2017 10:39,morning,weekday,Cafe
5675,Coffee,31-01-2017 10:44,morning,weekday,Cafe
5675,Brownie,31-01-2017 10:44,morning,weekday,Brownie
5675,Baguette,31-01-2017 10:44,morning,weekday,Baguette
5676,Pastry,31-01-2017 10:47,morning,weekday,Pastelito
5676,Cake,31-01-2017 10:47,morning,weekday,Pastel
5676,Coffee,31-01-2017 10:47,morning,weekday,Cafe
5676,Coffee,31-01-2017 10:47,morning,weekday,Cafe
5677,Hot chocolate,31-01-2017 10:49,morning,weekday,Chocolate caliente
5677,Coffee,31-01-2017 10:49,morning,weekday,Cafe
5678,Farm House,31-01-2017 10:55,morning,weekday,Pan de campo
5679,Tea,31-01-2017 10:58,morning,weekday,Te
5679,Toast,31-01-2017 10:58,morning,weekday,Tostada
5680,Tea,31-01-2017 11:04,morning,weekday,Te
5680,Coffee,31-01-2017 11:04,morning,weekday,Cafe
5680,Pastry,31-01-2017 11:04,morning,weekday,Pastelito
5681,Bread,31-01-2017 11:12,morning,weekday,Pan
5681,Pastry,31-01-2017 11:12,morning,weekday,Pastelito
5682,Coffee,31-01-2017 11:12,morning,weekday,Cafe
5683,Tea,31-01-2017 11:33,morning,weekday,Te
5683,Sandwich,31-01-2017 11:33,morning,weekday,Sandwich
5683,Bread,31-01-2017 11:33,morning,weekday,Pan
5684,Farm House,31-01-2017 11:37,morning,weekday,Pan de campo
5684,Cookies,31-01-2017 11:37,morning,weekday,Galletas
5685,Tea,31-01-2017 11:41,morning,weekday,Te
5685,Cake,31-01-2017 11:41,morning,weekday,Pastel
5685,Bakewell,31-01-2017 11:41,morning,weekday,Tarta Bakewell
5686,Coffee,31-01-2017 11:44,morning,weekday,Cafe
5687,Bread,31-01-2017 11:53,morning,weekday,Pan
5688,Coffee,31-01-2017 11:56,morning,weekday,Cafe
5689,Bread,31-01-2017 11:58,morning,weekday,Pan
5690,Coffee,31-01-2017 12:08,afternoon,weekday,Cafe
5691,Coffee,31-01-2017 12:09,afternoon,weekday,Cafe
5692,Cookies,31-01-2017 12:20,afternoon,weekday,Galletas
5692,Baguette,31-01-2017 12:20,afternoon,weekday,Baguette
5693,Coffee,31-01-2017 12:39,afternoon,weekday,Cafe
5693,Cookies,31-01-2017 12:39,afternoon,weekday,Galletas
5693,Cake,31-01-2017 12:39,afternoon,weekday,Pastel
5693,Spanish Brunch,31-01-2017 12:39,afternoon,weekday,Brunch espanol
5694,Tea,31-01-2017 12:51,afternoon,weekday,Te
5694,Coffee,31-01-2017 12:51,afternoon,weekday,Cafe
5694,Sandwich,31-01-2017 12:51,afternoon,weekday,Sandwich
5694,Cake,31-01-2017 12:51,afternoon,weekday,Pastel
5695,Coffee,31-01-2017 13:01,afternoon,weekday,Cafe
5695,Coffee,31-01-2017 13:01,afternoon,weekday,Cafe
5695,Cake,31-01-2017 13:01,afternoon,weekday,Pastel
5696,Bread,31-01-2017 13:08,afternoon,weekday,Pan
5697,Baguette,31-01-2017 13:09,afternoon,weekday,Baguette
5698,Bread,31-01-2017 13:09,afternoon,weekday,Pan
5699,Coke,31-01-2017 13:17,afternoon,weekday,Coca-Cola
5699,Salad,31-01-2017 13:17,afternoon,weekday,Ensalada
5700,Bread,31-01-2017 13:29,afternoon,weekday,Pan
5701,Soup,31-01-2017 13:39,afternoon,weekday,Sopa
5702,Coffee,31-01-2017 13:41,afternoon,weekday,Cafe
5702,Sandwich,31-01-2017 13:41,afternoon,weekday,Sandwich
5703,Brownie,31-01-2017 13:45,afternoon,weekday,Brownie
5704,Bread,31-01-2017 13:47,afternoon,weekday,Pan
5705,Chicken Stew,31-01-2017 13:48,afternoon,weekday,Estofado de pollo
5705,Juice,31-01-2017 13:48,afternoon,weekday,Jugo
5705,Coke,31-01-2017 13:48,afternoon,weekday,Coca-Cola
5706,Baguette,31-01-2017 13:54,afternoon,weekday,Baguette
5707,Soup,31-01-2017 14:31,afternoon,weekday,Sopa
5707,Tea,31-01-2017 14:31,afternoon,weekday,Te
5707,Coffee,31-01-2017 14:31,afternoon,weekday,Cafe
5707,Coffee,31-01-2017 14:31,afternoon,weekday,Cafe
5708,Sandwich,31-01-2017 15:00,afternoon,weekday,Sandwich
5708,Cookies,31-01-2017 15:00,afternoon,weekday,Galletas
5708,Coffee,31-01-2017 15:00,afternoon,weekday,Cafe
5708,Tea,31-01-2017 15:00,afternoon,weekday,Te
5709,Coke,31-01-2017 15:12,afternoon,weekday,Coca-Cola
5710,Toast,31-01-2017 15:14,afternoon,weekday,Tostada
5710,Cake,31-01-2017 15:14,afternoon,weekday,Pastel
5710,Coffee,31-01-2017 15:14,afternoon,weekday,Cafe
5711,Cake,31-01-2017 15:15,afternoon,weekday,Pastel
5711,The Nomad,31-01-2017 15:15,afternoon,weekday,Sandwich The Nomad
5712,Coffee,31-01-2017 16:24,afternoon,weekday,Cafe
5712,Coffee,31-01-2017 16:24,afternoon,weekday,Cafe
5712,Bread,31-01-2017 16:24,afternoon,weekday,Pan
5713,Cookies,31-01-2017 16:27,afternoon,weekday,Galletas
5713,Hot chocolate,31-01-2017 16:27,afternoon,weekday,Chocolate caliente
5713,Tea,31-01-2017 16:27,afternoon,weekday,Te
5713,Cake,31-01-2017 16:27,afternoon,weekday,Pastel
5713,Pastry,31-01-2017 16:27,afternoon,weekday,Pastelito
5714,Tea,31-01-2017 16:45,afternoon,weekday,Te
5714,Coffee,31-01-2017 16:45,afternoon,weekday,Cafe
5714,Cake,31-01-2017 16:45,afternoon,weekday,Pastel
5715,Tea,31-01-2017 17:01,evening,weekday,Te
5715,Bread,31-01-2017 17:01,evening,weekday,Pan
5716,Brownie,31-01-2017 17:18,evening,weekday,Brownie
5717,Coffee,31-01-2017 17:28,evening,weekday,Cafe
5717,Cake,31-01-2017 17:28,evening,weekday,Pastel
5717,Cookies,31-01-2017 17:28,evening,weekday,Galletas
5718,Bread,01-02-2017 08:37,morning,weekday,Pan
5718,Bread,01-02-2017 08:37,morning,weekday,Pan
5718,Bread,01-02-2017 08:37,morning,weekday,Pan
5719,Bread,01-02-2017 08:40,morning,weekday,Pan
5720,Coffee,01-02-2017 09:05,morning,weekday,Cafe
5720,Bread,01-02-2017 09:05,morning,weekday,Pan
5721,Bread,01-02-2017 09:07,morning,weekday,Pan
5721,Pastry,01-02-2017 09:07,morning,weekday,Pastelito
5722,Bread,01-02-2017 09:31,morning,weekday,Pan
